crash_date,crash_time,on_street_name,off_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,collision_id,vehicle_type_code1,vehicle_type_code2,borough,zip_code,latitude,longitude,location,contributing_factor_vehicle_3,vehicle_type_code_3,cross_street_name,contributing_factor_vehicle_4,vehicle_type_code_4,contributing_factor_vehicle_5,vehicle_type_code_5,unique_id,crash_date_veh,crash_time_veh,vehicle_id,state_registration,vehicle_type,contributing_factor_1,vehicle_make,vehicle_year,travel_direction,vehicle_occupants,driver_sex,driver_license_status,driver_license_jurisdiction,pre_crash,point_of_impact,vehicle_damage,public_property_damage,contributing_factor_2,vehicle_damage_1,vehicle_damage_2,vehicle_damage_3,vehicle_model,public_property_damage_type,unique_id_pers,crash_date_pers,crash_time_pers,person_id,person_type,person_injury,vehicle_id_pers,ped_role,person_sex,person_age,ejection,emotional_status,bodily_injury,position_in_vehicle,safety_equipment,complaint,ped_location,ped_action,contributing_factor_1_pers,contributing_factor_2_pers,injury_occurred,crash_hour,day_of_week,month,rush_hour,is_weekend
2021-09-07,1900-01-01 12:42:00,Unknown,Unknown,0,0,0,0,0,0,0,0,Unsafe Speed,Unknown,4456781,Sedan,Unknown,MANHATTAN,10026.0,40.80609,-73.95414,"{'latitude': '40.80609', 'longitude': '-73.95414', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,2200      8 AVENUE,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,Tuesday,9,0,0
2021-09-10,1900-01-01 17:39:00,WHITE PLAINS ROAD,EAST GUN HILL ROAD,1,0,0,0,0,0,0,0,Unsafe Lane Changing,Driver Inattention/Distraction,4457006,Station Wagon/Sport Utility Vehicle,E-Bike,BRONX,10467.0,40.87739,-73.8665,"{'latitude': '40.87739', 'longitude': '-73.8665', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,17,Friday,9,1,0
2021-09-11,1900-01-01 19:20:00,NOSTRAND AVENUE,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,4456149,Sedan,Sedan,Unknown,0.0,40.689133,-73.951324,"{'latitude': '40.689133', 'longitude': '-73.951324', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19,Saturday,9,0,1
2021-06-30,1900-01-01 19:20:00,Unknown,Unknown,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,4456667,Sedan,Unknown,BRONX,10452.0,40.83604,-73.92222,"{'latitude': '40.83604', 'longitude': '-73.92222', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,2         EAST 167 STREET,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19,Wednesday,6,0,0
2021-09-10,1900-01-01 20:19:00,EAST 70 STREET,1 AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unknown,4456885,Station Wagon/Sport Utility Vehicle,Unknown,MANHATTAN,10021.0,40.76649,-73.95696,"{'latitude': '40.76649', 'longitude': '-73.95696', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,Friday,9,0,0
2021-07-08,1900-01-01 13:26:00,MANHATTAN AVENUE,JAVA STREET,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,4456595,Pick-up Truck,Bike,BROOKLYN,11222.0,40.731613,-73.9545,"{'latitude': '40.731613', 'longitude': '-73.9545', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13,Thursday,7,0,0
2021-09-11,1900-01-01 08:45:00,Unknown,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4456980,Sedan,Sedan,MANHATTAN,10038.0,40.708324,-74.00311,"{'latitude': '40.708324', 'longitude': '-74.00311', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unspecified,Sedan,294       PEARL STREET,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,Saturday,9,1,1
2021-09-11,1900-01-01 19:00:00,Unknown,Unknown,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,4456203,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,BROOKLYN,11203.0,40.65375,-73.931274,"{'latitude': '40.65375', 'longitude': '-73.931274', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unspecified,Sedan,730       LINDEN BOULEVARD,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19,Saturday,9,0,1
2021-07-04,1900-01-01 23:50:00,BEACH 17 STREET,SEAGRIT BOULEVARD,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4456564,Sedan,Sedan,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23,Sunday,7,0,1
2021-07-01,1900-01-01 08:10:00,Unknown,Unknown,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,4456678,Station Wagon/Sport Utility Vehicle,Unknown,QUEENS,11691.0,40.60675,-73.756645,"{'latitude': '40.60675', 'longitude': '-73.756645', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,22-59     DIX AVENUE,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,Thursday,7,1,0
2021-09-11,1900-01-01 03:00:00,GOWANUS RAMP,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4456052,Van,Sedan,Unknown,0.0,0.0,0.0,Unknown,Unspecified,Sedan,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,Saturday,9,0,1
2022-03-25,1900-01-01 09:55:00,28 STREET,47 AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4514217,Sedan,Sedan,QUEENS,11101.0,40.743534,-73.93951,"{'latitude': '40.743534', 'longitude': '-73.93951', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,Friday,3,1,0
2021-09-01,1900-01-01 19:30:00,BREWER BOULEVARD,BAISLEY BOULEVARD,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,Unknown,4456903,Sedan,Unknown,QUEENS,11434.0,40.678364,-73.77949,"{'latitude': '40.678364', 'longitude': '-73.77949', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,19,Wednesday,9,0,0
2021-09-10,1900-01-01 15:20:00,WEST STREET,WATTS STREET,1,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,4456982,Sedan,E-Bike,MANHATTAN,10013.0,40.724274,-74.01136,"{'latitude': '40.724274', 'longitude': '-74.01136', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,15,Friday,9,0,0
2021-09-11,1900-01-01 15:30:00,STATEN ISLAND EXPRESSWAY,Unknown,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,4456544,Sedan,Station Wagon/Sport Utility Vehicle,Unknown,0.0,0.0,0.0,Unknown,Unspecified,Sedan,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,Saturday,9,0,1
2021-09-11,1900-01-01 14:34:00,BROADWAY,WEST 133 STREET,0,0,0,0,0,0,0,0,Driver Inexperience,Unknown,4456104,Box Truck,Unknown,MANHATTAN,10031.0,40.8188,-73.956024,"{'latitude': '40.8188', 'longitude': '-73.956024', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,Saturday,9,0,1
2021-09-10,1900-01-01 09:00:00,Unknown,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4456860,Pick-up Truck,Unknown,QUEENS,11433.0,40.69558,-73.788704,"{'latitude': '40.69558', 'longitude': '-73.788704', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,164-21    109 AVENUE,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,Friday,9,1,0
2021-09-11,1900-01-01 03:25:00,JACKSON AVENUE,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4456454,Pick-up Truck,Sedan,Unknown,0.0,40.80484,-73.912796,"{'latitude': '40.80484', 'longitude': '-73.912796', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unspecified,Sedan,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,Saturday,9,0,1
2021-09-11,1900-01-01 01:00:00,Unknown,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4455840,Pick-up Truck,Sedan,BROOKLYN,11225.0,40.658466,-73.96049,"{'latitude': '40.658466', 'longitude': '-73.96049', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unspecified,Station Wagon/Sport Utility Vehicle,609       FLATBUSH AVENUE,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,Saturday,9,0,1
2021-09-11,1900-01-01 11:25:00,Unknown,Unknown,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,4456235,Sedan,Bike,BRONX,10468.0,40.868164,-73.90054,"{'latitude': '40.868164', 'longitude': '-73.90054', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,79        WEST KINGSBRIDGE ROAD,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11,Saturday,9,0,1
2021-09-11,1900-01-01 21:30:00,FLATBUSH AVENUE,LEFFERTS AVENUE,2,0,0,0,0,0,2,0,Driver Inexperience,Unspecified,4455935,Sedan,Chassis Cab,BROOKLYN,11225.0,40.66169,-73.96143,"{'latitude': '40.66169', 'longitude': '-73.96143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,21,Saturday,9,0,1
2021-07-09,1900-01-01 12:30:00,Unknown,Unknown,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,4456710,E-Bike,E-Bike,BRONX,10467.0,40.87037,-73.87052,"{'latitude': '40.87037', 'longitude': '-73.87052', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,2970      BRONX PARK EAST,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12,Friday,7,0,0
2021-09-05,1900-01-01 21:18:00,114 DRIVE,MEXICO STREET,5,0,0,0,0,0,5,0,Unspecified,Unspecified,4457021,Sedan,Sedan,QUEENS,11412.0,40.69674,-73.76292,"{'latitude': '40.69674', 'longitude': '-73.76292', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,21,Sunday,9,0,1
2021-09-11,1900-01-01 03:00:00,SHEFFIELD AVENUE,HEGEMAN AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4456296,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,BROOKLYN,11207.0,40.65958,-73.89247,"{'latitude': '40.65958', 'longitude': '-73.89247', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,Saturday,9,0,1
2021-09-11,1900-01-01 11:30:00,BRONX RIVER PARKWAY,Unknown,3,0,0,0,0,0,3,0,Unsafe Speed,Unspecified,4456043,Station Wagon/Sport Utility Vehicle,Sedan,Unknown,0.0,40.83232,-73.87395,"{'latitude': '40.83232', 'longitude': '-73.87395', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unspecified,Station Wagon/Sport Utility Vehicle,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11,Saturday,9,0,1
2021-09-11,1900-01-01 21:35:00,DE KALB AVENUE,ONDERDONK AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4456227,Sedan,Station Wagon/Sport Utility Vehicle,QUEENS,11385.0,40.708534,-73.914925,"{'latitude': '40.708534', 'longitude': '-73.914925', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21,Saturday,9,0,1
2021-07-08,1900-01-01 16:04:00,Unknown,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unknown,4456682,Sedan,Unknown,QUEENS,11105.0,40.777496,-73.90784,"{'latitude': '40.777496', 'longitude': '-73.90784', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,31-20     21 AVENUE,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,Thursday,7,1,0
2021-07-02,1900-01-01 14:00:00,BROADWAY,Unknown,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,Unknown,4456576,Unknown,Unknown,Unknown,0.0,40.83406,-73.944885,"{'latitude': '40.83406', 'longitude': '-73.944885', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14,Friday,7,0,0
2021-09-11,1900-01-01 23:20:00,SOUTH CONDUIT AVENUE,134 STREET,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,4456134,Sedan,Station Wagon/Sport Utility Vehicle,QUEENS,11430.0,40.66615,-73.80575,"{'latitude': '40.66615', 'longitude': '-73.80575', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,23,Saturday,9,0,1
2021-07-08,1900-01-01 12:25:00,NEW ENGLAND THRUWAY,Unknown,1,0,0,0,0,0,1,0,Unspecified,Unknown,4456583,Sedan,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12,Thursday,7,0,0
2021-07-08,1900-01-01 15:15:00,Unknown,Unknown,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,4456605,Sedan,Unknown,MANHATTAN,10039.0,40.82324,-73.938835,"{'latitude': '40.82324', 'longitude': '-73.938835', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,211       WEST 147 STREET,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,Thursday,7,0,0
2021-07-09,1900-01-01 12:22:00,143 STREET,95 AVENUE,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,4456699,Bus,Station Wagon/Sport Utility Vehicle,QUEENS,11435.0,40.6974,-73.80952,"{'latitude': '40.6974', 'longitude': '-73.80952', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,Friday,7,0,0
2021-09-09,1900-01-01 15:15:00,STATEN ISLAND EXPRESSWAY,Unknown,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,4456536,Pick-up Truck,Flat Rack,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,Thursday,9,0,0
